sys,expt_value,calc_value,error
Na,118.5,110.8039065869234,-7.696093413076596
Mg,176.3,162.87849407832255,-13.421505921677465
Al,138.0,119.25019387787324,-18.749806122126756
Si,187.9,165.14175376517233,-22.75824623482768
P,241.9,213.7821361841343,-28.117863815865718
S,238.9,217.90766735828947,-20.992332641710533
Cl,299.1,273.9026019170997,-25.19739808290035
SiH4,253.7,284.9000131006469,31.200013100646913
PH,234.1,206.58554106915835,-27.51445893084164
PH2,226.5,202.12310068978695,-24.376899310213048
PH3,227.6,204.67911749184714,-22.920882508152857
SH,239.1,218.026174208906,-21.07382579109398
SH2,241.4,214.66385111300042,-26.736148886999587
P2,242.8,222.70394008466974,-20.096059915330272
S2,215.8,188.8055894417921,-26.994410558207903
Cl2,265.2,229.19676014629658,-36.003239853703406
ClF,291.9,257.4613004963612,-34.43869950363876
SC,261.3,266.679843392747,5.379843392746977
Li,124.3,112.96142843142843,-11.338571568571567
Be,214.9,191.41676985695267,-23.483230143047336
B,191.4,171.45415793042775,-19.94584206957225
C,259.7,234.82234476383746,-24.877655236162525
N,335.3,303.8350415879322,-31.4649584120678
O,313.9,291.0852758835972,-22.814724116402772
F,401.7,374.09981472162326,-27.600185278376728
CH4,291.0,250.2422426634621,-40.75775733653791
NH3,234.8,210.94888940824603,-23.85111059175398
OH,300.0,275.27605785702326,-24.72394214297674
OH2,291.0,261.9455468955348,-29.05445310446521
FH,369.9,335.3624110102828,-34.537588989717165
ClH,294.0,263.0517543666647,-30.94824563333532
C2H2,262.9,235.36523030142416,-27.534769698575815
C2H4,242.4,217.63653047430125,-24.763469525698753
CO,323.1,299.34728417085717,-23.752715829142858
N2,359.3,321.0292590983154,-38.27074090168463
O2,278.3,245.56893860881974,-32.731061391180276
He,567.0,522.349957079965,-44.65004292003505
Ne,497.2,463.1256432129303,-34.07435678706969
Ar,363.4,333.2423924366012,-30.157607563398756
BF3,358.8,302.4014836108545,-56.39851638914553
BCl3,267.5,220.57883875689004,-46.921161243109964
B2F4,278.3,231.1698350723018,-47.13016492769822
CO2,317.6,283.9997552001587,-33.600244799841334
CF2,263.3,234.45246189183672,-28.847538108163292
CH2,239.7,211.98409186964636,-27.715908130353625
CH3,227.0,202.54340612048327,-24.45659387951673
C2H5,187.2,157.29119479368092,-29.908805206319073
C3H4,223.0,189.0462586010981,-33.95374139890191
CH2CCH2,223.5,203.06076938542537,-20.439230614574626
CH3CHCH3,170.0,137.07664529966132,-32.92335470033868
C6H6,213.2,190.8143767377769,-22.385623262223078
CN,313.6,364.4882024080871,50.88820240808707
CHO,187.7,164.04080129593785,-23.659198704062135
H2COH,174.2,148.46192677631916,-25.73807322368083
CH3O,247.3,206.17824362945976,-41.121756370540254
CH3OH,250.2,210.16774046199862,-40.03225953800137
CH3F,287.6,294.11581921541074,6.5158192154107155
CH2S,216.2,189.42597423988627,-26.774025760113716
CH2SH,173.8,147.66201061406173,-26.137989385938283
CH3SH,217.7,187.72392208705423,-29.976077912945755
CH3Cl,258.7,229.0717068229569,-29.628293177043076
C2H5OH,241.4,197.38287800720718,-44.01712199279282
CH3CHO,235.9,201.57946137242834,-34.320538627571665
CH3OF,261.5,222.1515125928272,-39.3484874071728
C2H4S,208.7,180.0692596664885,-28.630740333511483
NCCN,308.3,274.0218816130364,-34.27811838696363
C4H4O,203.6,179.11741029162658,-24.48258970837341
C4H5N,189.3,163.6272790836083,-25.67272091639171
B2H4,223.7,197.4387705145491,-26.261229485450883
NH,311.1,279.55357976885716,-31.54642023114286
NH2,256.9,234.07393036310532,-22.82606963689466
N2H2,221.1,188.86348023694882,-32.23651976305118
N2H3,175.5,149.526376874579,-25.973623125421
HOF,293.1,255.61033039836911,-37.48966960163091
SiH2,211.0,187.94913774740417,-23.050862252595834
SiH3,187.6,166.13034364336636,-21.469656356633635
Si2H2,189.1,169.55047367536463,-19.549526324635366
Si2H4,186.6,165.03029164084,-21.56970835915999
Si2H5,175.3,153.11807622486958,-22.18192377513043
Si2H6,224.6,194.4646904109395,-30.135309589060483
